Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,room_type_reserved,lead_time,arrival_date,market_segment_type,avg_price_per_room,booking_status
INN00349,2,0,0,1,Meal Plan 1,Room_Type 1,0,"Saturday, February 24, 2018",Online,97,Not_Canceled
INN00350,3,0,1,1,Meal Plan 1,Room_Type 4,89,"Wednesday, August 15, 2018",Online,150.3,Not_Canceled
INN00351,2,0,0,4,Meal Plan 1,Room_Type 1,85,"Thursday, March 29, 2018",Online,82.45,Not_Canceled
INN00352,1,0,0,1,Meal Plan 1,Room_Type 4,4,"Sunday, January 7, 2018",Corporate,103,Not_Canceled
INN00353,1,0,2,6,Meal Plan 1,Room_Type 1,11,"Monday, May 7, 2018",Online,145,Canceled
INN00354,1,0,1,1,Meal Plan 1,Room_Type 1,12,"Wednesday, November 7, 2018",Online,145,Not_Canceled
INN00355,2,0,2,2,Meal Plan 1,Room_Type 4,77,"Monday, May 14, 2018",Online,134.85,Not_Canceled
INN00356,2,1,1,1,Meal Plan 1,Room_Type 6,14,"Monday, October 22, 2018",Online,168.25,Not_Canceled
INN00357,1,0,2,1,Meal Plan 1,Room_Type 1,1,"Wednesday, February 28, 2018",Online,60,Canceled
INN00358,2,0,1,3,Meal Plan 1,Room_Type 1,133,"Wednesday, June 13, 2018",Offline,76,Not_Canceled
INN00359,2,0,1,2,Meal Plan 1,Room_Type 1,3,"Sunday, October 8, 2017",Offline,63.5,Not_Canceled
INN00360,2,0,2,0,Meal Plan 1,Room_Type 1,19,"Tuesday, September 18, 2018",Offline,95,Not_Canceled
INN00361,2,0,2,2,Meal Plan 1,Room_Type 4,86,"Friday, March 9, 2018",Offline,90.95,Not_Canceled
INN00362,2,0,0,2,Meal Plan 1,Room_Type 1,23,"Monday, October 16, 2017",Online,98.4,Not_Canceled
INN00363,2,0,0,1,Meal Plan 1,Room_Type 1,65,"Saturday, September 22, 2018",Online,135.9,Not_Canceled
INN00364,2,0,0,2,Meal Plan 1,Room_Type 4,1,"Friday, November 16, 2018",Online,130,Not_Canceled
INN00365,2,0,0,1,Meal Plan 1,Room_Type 4,66,"Sunday, November 19, 2017",Online,81.9,Not_Canceled
INN00366,3,0,1,4,Meal Plan 1,Room_Type 1,50,"Thursday, February 22, 2018",Online,78.85,Not_Canceled
INN00367,2,0,2,3,Meal Plan 2,Room_Type 1,87,"Tuesday, June 26, 2018",Online,141.3,Canceled
INN00368,2,0,1,1,Meal Plan 1,Room_Type 1,159,"Tuesday, September 4, 2018",Offline,70,Not_Canceled
INN00369,2,0,2,3,Meal Plan 2,Room_Type 1,39,"Monday, August 13, 2018",Online,170.1,Not_Canceled
INN00370,2,0,2,0,Meal Plan 2,Room_Type 1,386,"Tuesday, October 23, 2018",Online,115,Canceled
INN00371,2,2,0,5,Meal Plan 1,Room_Type 6,22,"Friday, December 29, 2017",Online,199,Not_Canceled
INN00372,2,0,2,2,Meal Plan 1,Room_Type 4,102,"Sunday, October 7, 2018",Offline,82.45,Not_Canceled
INN00373,4,0,0,3,Meal Plan 1,Room_Type 7,86,"Saturday, October 20, 2018",Online,192.86,Not_Canceled
INN00374,2,0,2,2,Meal Plan 1,Room_Type 1,56,"Monday, September 25, 2017",Offline,185,Not_Canceled
INN00375,2,0,2,6,Meal Plan 1,Room_Type 1,36,"Friday, October 12, 2018",Online,68.07,Not_Canceled
INN00376,2,0,0,3,Meal Plan 1,Room_Type 1,50,"Tuesday, April 10, 2018",Online,118.8,Not_Canceled
INN00377,2,0,0,2,Meal Plan 1,Room_Type 4,115,"Saturday, October 27, 2018",Online,104.4,Canceled
INN00378,1,0,0,1,Meal Plan 1,Room_Type 1,0,"Friday, March 23, 2018",Corporate,65,Not_Canceled
INN00379,2,0,1,3,Not Selected,Room_Type 1,35,"Saturday, March 3, 2018",Online,71.1,Canceled
INN00380,2,0,2,1,Meal Plan 1,Room_Type 1,17,"Monday, May 21, 2018",Offline,95,Not_Canceled
INN00381,2,0,4,11,Meal Plan 1,Room_Type 4,237,"Thursday, September 13, 2018",Online,116.62,Canceled
INN00382,2,0,0,4,Meal Plan 1,Room_Type 1,125,"Monday, July 9, 2018",Online,136,Not_Canceled
INN00383,2,2,2,2,Meal Plan 1,Room_Type 6,32,"Monday, February 12, 2018",Online,147.9,Canceled
INN00384,2,0,2,0,Not Selected,Room_Type 1,5,"Tuesday, September 18, 2018",Offline,123.7,Not_Canceled
INN00385,2,0,2,1,Meal Plan 1,Room_Type 1,91,"Tuesday, June 19, 2018",Online,135.9,Canceled
INN00386,2,0,0,2,Meal Plan 2,Room_Type 1,102,"Monday, October 16, 2017",Offline,109,Not_Canceled
INN00387,3,0,2,1,Meal Plan 1,Room_Type 4,9,"Tuesday, March 20, 2018",Online,186,Not_Canceled
INN00388,3,0,1,3,Meal Plan 1,Room_Type 4,155,"Wednesday, December 26, 2018",Online,115.6,Canceled
INN00389,2,2,0,1,Meal Plan 1,Room_Type 6,0,"Monday, May 14, 2018",Online,221,Canceled
INN00390,1,0,0,3,Meal Plan 1,Room_Type 1,11,"Friday, September 15, 2017",Corporate,65,Not_Canceled
INN00391,1,0,0,1,Meal Plan 1,Room_Type 1,0,"Monday, February 19, 2018",Corporate,80,Not_Canceled
INN00392,2,1,1,4,Meal Plan 1,Room_Type 1,86,"Friday, March 23, 2018",Offline,73.83,Not_Canceled
INN00393,1,0,0,1,Meal Plan 1,Room_Type 1,18,"Thursday, October 18, 2018",Corporate,67,Not_Canceled
INN00394,2,0,0,2,Meal Plan 1,Room_Type 1,58,"Tuesday, April 3, 2018",Online,80.3,Not_Canceled
INN00395,2,0,2,1,Not Selected,Room_Type 1,54,"Monday, April 30, 2018",Offline,85,Not_Canceled
INN00396,2,1,2,3,Meal Plan 1,Room_Type 1,25,"Monday, July 23, 2018",Online,152.1,Canceled
INN00397,2,0,0,2,Meal Plan 1,Room_Type 1,107,"Saturday, September 9, 2017",Online,89.25,Not_Canceled
INN00398,1,0,0,4,Meal Plan 2,Room_Type 1,100,"Friday, September 28, 2018",Offline,110,Not_Canceled
INN00399,2,0,1,2,Meal Plan 1,Room_Type 1,273,"Sunday, May 13, 2018",Online,95,Canceled
INN00400,2,0,0,1,Not Selected,Room_Type 1,29,"Sunday, March 18, 2018",Online,79,Not_Canceled
INN00401,2,0,0,1,Meal Plan 1,Room_Type 1,221,"Saturday, December 8, 2018",Online,80,Canceled
INN00402,2,0,2,2,Meal Plan 1,Room_Type 1,213,"Wednesday, January 10, 2018",Online,102.85,Canceled
INN00403,2,0,1,2,Meal Plan 1,Room_Type 1,198,"Sunday, September 9, 2018",Online,90,Canceled
INN00404,2,0,1,2,Meal Plan 1,Room_Type 2,81,"Monday, January 29, 2018",Online,62.37,Not_Canceled
INN00405,2,0,0,1,Not Selected,Room_Type 1,23,"Saturday, August 4, 2018",Online,98,Not_Canceled
INN00406,2,0,0,3,Meal Plan 1,Room_Type 1,26,"Sunday, September 17, 2017",Online,117.67,Canceled
INN00407,2,0,2,1,Meal Plan 1,Room_Type 1,20,"Monday, June 18, 2018",Online,141,Not_Canceled
INN00408,2,1,1,3,Meal Plan 1,Room_Type 6,124,"Wednesday, December 26, 2018",Online,156.61,Canceled
INN00409,3,0,0,3,Meal Plan 1,Room_Type 4,85,"Thursday, March 8, 2018",Online,152.1,Canceled
INN00410,2,0,0,1,Meal Plan 1,Room_Type 1,167,"Friday, June 8, 2018",Online,105.3,Canceled
INN00411,2,0,1,3,Meal Plan 1,Room_Type 1,71,"Wednesday, May 30, 2018",Online,119.85,Not_Canceled
INN00412,2,0,0,2,Meal Plan 1,Room_Type 1,48,"Wednesday, April 11, 2018",Online,97.2,Not_Canceled
INN00413,1,0,0,1,Not Selected,Room_Type 1,37,"Sunday, May 13, 2018",Online,116.1,Not_Canceled
INN00414,3,0,2,2,Meal Plan 1,Room_Type 4,76,"Tuesday, May 29, 2018",Online,150.45,Canceled
INN00415,1,0,0,1,Meal Plan 1,Room_Type 1,13,"Saturday, January 20, 2018",Offline,71,Not_Canceled
INN00416,1,0,1,0,Meal Plan 1,Room_Type 1,3,"Wednesday, June 27, 2018",Complementary,0,Not_Canceled
INN00417,2,0,1,2,Meal Plan 1,Room_Type 4,75,"Wednesday, July 12, 2017",Offline,60,Not_Canceled
INN00418,1,0,0,1,Meal Plan 1,Room_Type 1,5,"Friday, May 4, 2018",Corporate,89,Not_Canceled
INN00419,2,0,2,0,Meal Plan 2,Room_Type 1,386,"Tuesday, October 23, 2018",Online,115,Canceled
INN00420,2,0,1,1,Meal Plan 1,Room_Type 1,180,"Monday, February 5, 2018",Offline,100,Not_Canceled
INN00421,2,0,1,3,Not Selected,Room_Type 1,122,"Wednesday, November 14, 2018",Online,75.9,Canceled
INN00422,2,0,1,2,Meal Plan 1,Room_Type 1,224,"Friday, February 10, 2017",Offline,65,Not_Canceled
INN00423,2,0,2,2,Meal Plan 1,Room_Type 1,24,"Tuesday, May 29, 2018",Online,104.55,Not_Canceled
INN00424,1,0,2,2,Meal Plan 1,Room_Type 1,162,"Sunday, October 14, 2018",Online,115,Canceled
INN00425,3,0,1,1,Meal Plan 1,Room_Type 4,25,"Wednesday, February 7, 2018",Online,187,Canceled
INN00426,1,0,0,1,Meal Plan 1,Room_Type 1,1,"Sunday, April 8, 2018",Online,115,Not_Canceled
INN00427,2,0,0,4,Not Selected,Room_Type 1,236,"Thursday, September 27, 2018",Online,84.43,Canceled
INN00428,2,0,2,3,Meal Plan 1,Room_Type 1,120,"Saturday, August 4, 2018",Online,90.95,Canceled
INN00429,2,0,1,3,Meal Plan 2,Room_Type 4,12,"Saturday, March 24, 2018",Online,208,Not_Canceled
INN00430,2,0,2,4,Meal Plan 1,Room_Type 1,224,"Friday, March 9, 2018",Online,97.18,Canceled
INN00431,1,0,0,4,Meal Plan 2,Room_Type 1,33,"Saturday, October 21, 2017",Offline,79.11,Not_Canceled
INN00432,2,0,0,2,Meal Plan 1,Room_Type 1,24,"Sunday, May 13, 2018",Complementary,0,Not_Canceled
INN00433,2,0,0,1,Meal Plan 1,Room_Type 4,22,"Wednesday, August 9, 2017",Online,120,Not_Canceled
INN00434,2,0,0,3,Meal Plan 1,Room_Type 1,10,"Friday, October 20, 2017",Online,126,Not_Canceled
INN00435,2,0,0,2,Meal Plan 1,Room_Type 1,15,"Friday, February 16, 2018",Online,91,Canceled
INN00436,2,0,0,5,Meal Plan 2,Room_Type 1,230,"Saturday, June 9, 2018",Online,137,Canceled
INN00437,2,0,0,4,Meal Plan 1,Room_Type 1,54,"Friday, March 16, 2018",Offline,67.32,Not_Canceled
INN00438,2,0,0,1,Meal Plan 1,Room_Type 1,45,"Monday, October 23, 2017",Online,81.62,Not_Canceled
INN00439,3,0,1,3,Meal Plan 2,Room_Type 4,63,"Wednesday, October 24, 2018",Online,123.66,Not_Canceled
INN00440,2,0,2,1,Not Selected,Room_Type 1,166,"Friday, June 8, 2018",Online,94.5,Not_Canceled
INN00441,2,0,1,4,Meal Plan 1,Room_Type 1,148,"Wednesday, August 22, 2018",Online,96.3,Canceled
INN00442,2,0,2,1,Meal Plan 1,Room_Type 1,136,"Monday, August 13, 2018",Online,88.01,Not_Canceled
INN00443,2,0,1,3,Meal Plan 1,Room_Type 1,37,"Wednesday, October 3, 2018",Online,81.9,Not_Canceled
INN00444,2,0,0,4,Meal Plan 1,Room_Type 1,66,"Monday, November 5, 2018",Online,119.85,Not_Canceled
INN00445,1,0,0,1,Meal Plan 1,Room_Type 1,11,"Monday, October 23, 2017",Offline,83.5,Not_Canceled
INN00446,1,0,0,1,Meal Plan 1,Room_Type 1,1,"Thursday, January 4, 2018",Corporate,67,Not_Canceled
INN00447,2,0,2,2,Meal Plan 1,Room_Type 4,7,"Tuesday, June 19, 2018",Online,156,Not_Canceled
INN00448,2,0,0,1,Meal Plan 1,Room_Type 1,43,"Friday, October 13, 2017",Offline,85,Not_Canceled
INN00449,2,0,3,5,Meal Plan 1,Room_Type 4,5,"Wednesday, April 4, 2018",Online,126.75,Canceled
INN00450,2,0,1,1,Meal Plan 2,Room_Type 1,247,"Wednesday, June 6, 2018",Online,115,Canceled
INN00451,2,0,2,1,Not Selected,Room_Type 1,24,"Tuesday, October 16, 2018",Online,107.1,Canceled
INN00452,1,0,0,1,Meal Plan 1,Room_Type 1,53,"Sunday, October 14, 2018",Offline,120,Not_Canceled
INN00453,2,0,2,1,Meal Plan 1,Room_Type 1,52,"Monday, November 19, 2018",Online,93.6,Not_Canceled
INN00454,2,0,0,1,Meal Plan 1,Room_Type 1,56,"Monday, August 6, 2018",Offline,120,Not_Canceled
INN00455,1,0,0,1,Meal Plan 1,Room_Type 1,12,"Monday, August 6, 2018",Offline,90,Not_Canceled
INN00456,2,0,0,5,Meal Plan 1,Room_Type 1,230,"Saturday, June 9, 2018",Online,137,Canceled
INN00457,2,1,1,3,Meal Plan 1,Room_Type 1,92,"Wednesday, October 31, 2018",Online,106.43,Canceled
INN00458,1,0,0,3,Not Selected,Room_Type 1,2,"Thursday, May 31, 2018",Online,87.78,Not_Canceled
INN00459,2,0,0,2,Meal Plan 2,Room_Type 1,74,"Monday, September 18, 2017",Offline,101.5,Not_Canceled
INN00460,2,0,0,1,Not Selected,Room_Type 1,82,"Saturday, June 23, 2018",Online,85.5,Canceled
INN00461,1,0,0,3,Meal Plan 1,Room_Type 1,37,"Saturday, October 13, 2018",Offline,95,Not_Canceled
INN00462,2,0,2,2,Meal Plan 1,Room_Type 4,147,"Sunday, January 7, 2018",Online,103.7,Not_Canceled
INN00463,1,0,0,1,Meal Plan 1,Room_Type 1,2,"Saturday, August 26, 2017",Corporate,65,Not_Canceled
INN00464,2,0,2,6,Meal Plan 1,Room_Type 1,166,"Saturday, August 18, 2018",Online,100.12,Canceled
INN00465,2,0,1,3,Meal Plan 2,Room_Type 1,28,"Sunday, November 4, 2018",Online,156.25,Not_Canceled
INN00466,2,0,1,2,Meal Plan 2,Room_Type 1,309,"Sunday, May 13, 2018",Online,101,Canceled
INN00467,2,0,1,3,Meal Plan 2,Room_Type 1,54,"Saturday, April 7, 2018",Online,161.1,Not_Canceled
INN00468,2,0,1,3,Not Selected,Room_Type 1,49,"Sunday, August 12, 2018",Online,83.8,Not_Canceled
INN00469,2,1,0,1,Meal Plan 1,Room_Type 1,1,"Monday, June 18, 2018",Online,168,Not_Canceled
INN00470,2,0,2,1,Meal Plan 1,Room_Type 1,0,"Wednesday, December 27, 2017",Offline,58,Not_Canceled
INN00471,2,0,2,1,Meal Plan 2,Room_Type 1,4,"Tuesday, August 8, 2017",Offline,94.5,Not_Canceled
INN00472,2,0,0,4,Meal Plan 1,Room_Type 1,60,"Tuesday, September 12, 2017",Online,96.3,Not_Canceled
INN00473,2,0,0,1,Meal Plan 1,Room_Type 1,157,"Monday, August 14, 2017",Online,76.5,Not_Canceled
INN00474,2,0,2,3,Meal Plan 1,Room_Type 1,268,"Saturday, August 4, 2018",Offline,78,Not_Canceled
INN00475,2,0,1,1,Not Selected,Room_Type 1,38,"Wednesday, September 26, 2018",Online,112.59,Canceled
INN00476,2,2,2,1,Meal Plan 1,Room_Type 7,30,"Thursday, December 6, 2018",Online,187.04,Canceled
INN00477,2,0,0,1,Meal Plan 1,Room_Type 1,2,"Saturday, November 10, 2018",Online,169,Not_Canceled
INN00478,2,0,3,7,Not Selected,Room_Type 1,217,"Saturday, May 12, 2018",Online,46.63,Not_Canceled
INN00479,2,0,0,3,Meal Plan 1,Room_Type 1,143,"Saturday, August 25, 2018",Offline,100,Not_Canceled
INN00480,2,0,0,3,Not Selected,Room_Type 1,179,"Friday, October 19, 2018",Online,85.5,Not_Canceled
INN00481,1,0,0,2,Meal Plan 1,Room_Type 1,188,"Friday, June 15, 2018",Online,130,Canceled
INN00482,3,0,2,2,Meal Plan 1,Room_Type 4,94,"Tuesday, August 7, 2018",Online,146.7,Not_Canceled
INN00483,1,0,0,2,Meal Plan 1,Room_Type 1,32,"Monday, November 20, 2017",Offline,73,Not_Canceled
INN00484,3,0,2,2,Meal Plan 1,Room_Type 6,2,"Thursday, January 4, 2018",Online,143.22,Not_Canceled
INN00485,2,0,0,3,Meal Plan 1,Room_Type 1,70,"Sunday, October 22, 2017",Online,89.25,Not_Canceled
INN00486,2,0,1,0,Not Selected,Room_Type 1,4,"Wednesday, September 19, 2018",Offline,85,Not_Canceled
INN00487,2,0,2,0,Meal Plan 1,Room_Type 1,34,"Wednesday, February 28, 2018",Complementary,6.5,Not_Canceled
INN00488,2,2,0,1,Meal Plan 1,Room_Type 2,16,"Friday, August 3, 2018",Online,83.03,Canceled
INN00489,2,0,1,3,Meal Plan 1,Room_Type 1,24,"Friday, November 2, 2018",Online,91,Canceled
INN00490,2,0,2,2,Not Selected,Room_Type 1,78,"Thursday, October 4, 2018",Online,80.75,Not_Canceled
INN00491,2,0,1,2,Meal Plan 1,Room_Type 1,305,"Wednesday, April 11, 2018",Online,89,Canceled
INN00492,2,0,0,3,Meal Plan 1,Room_Type 1,37,"Saturday, October 13, 2018",Offline,105,Not_Canceled
INN00493,2,0,2,5,Meal Plan 1,Room_Type 1,98,"Monday, April 30, 2018",Online,109.81,Not_Canceled
INN00494,2,0,1,3,Meal Plan 1,Room_Type 4,14,"Saturday, May 12, 2018",Online,70.88,Not_Canceled
INN00495,1,0,0,2,Not Selected,Room_Type 1,44,"Friday, November 23, 2018",Online,83.6,Not_Canceled
INN00496,1,0,2,1,Meal Plan 1,Room_Type 1,1,"Wednesday, February 28, 2018",Online,60,Canceled
INN00497,2,0,0,3,Meal Plan 1,Room_Type 1,213,"Friday, July 6, 2018",Online,130,Canceled
INN00498,1,0,1,1,Meal Plan 1,Room_Type 1,5,"Wednesday, April 4, 2018",Online,95,Not_Canceled
INN00499,2,0,0,1,Meal Plan 2,Room_Type 1,55,"Monday, June 4, 2018",Offline,104,Not_Canceled
INN00500,2,0,0,3,Meal Plan 1,Room_Type 4,139,"Friday, November 2, 2018",Offline,62,Not_Canceled
INN00501,2,0,2,1,Meal Plan 1,Room_Type 2,44,"Monday, April 23, 2018",Offline,95,Not_Canceled
INN00502,1,0,2,1,Meal Plan 2,Room_Type 4,18,"Wednesday, February 28, 2018",Online,145,Not_Canceled
INN00503,1,0,1,0,Meal Plan 1,Room_Type 1,0,"Wednesday, October 17, 2018",Corporate,95,Not_Canceled
INN00504,1,0,0,2,Meal Plan 1,Room_Type 1,192,"Sunday, June 24, 2018",Offline,95,Not_Canceled
INN00505,2,0,2,4,Meal Plan 1,Room_Type 1,152,"Monday, June 18, 2018",Offline,80.75,Not_Canceled
INN00506,3,0,0,4,Meal Plan 1,Room_Type 4,42,"Thursday, August 30, 2018",Online,142.2,Not_Canceled
INN00507,3,0,2,3,Meal Plan 1,Room_Type 4,209,"Sunday, October 21, 2018",Online,128.7,Canceled
INN00508,2,0,2,3,Meal Plan 1,Room_Type 1,69,"Tuesday, March 20, 2018",Online,90.95,Not_Canceled
INN00509,2,0,1,2,Meal Plan 1,Room_Type 1,80,"Sunday, November 18, 2018",Online,93.6,Not_Canceled
INN00510,2,0,1,2,Meal Plan 1,Room_Type 4,49,"Monday, September 11, 2017",Offline,60,Not_Canceled
INN00511,1,0,0,3,Meal Plan 1,Room_Type 1,143,"Saturday, August 25, 2018",Offline,90,Not_Canceled
INN00512,2,0,2,1,Not Selected,Room_Type 1,67,"Friday, May 12, 2017",Online,95.4,Not_Canceled
INN00513,2,0,0,2,Meal Plan 1,Room_Type 1,41,"Sunday, October 21, 2018",Online,160,Canceled
INN00514,2,0,2,1,Meal Plan 1,Room_Type 4,154,"Tuesday, October 30, 2018",Online,104.1,Canceled
INN00515,2,0,0,1,Meal Plan 2,Room_Type 1,55,"Monday, June 4, 2018",Offline,104,Not_Canceled
INN00516,2,0,0,4,Meal Plan 1,Room_Type 1,2,"Thursday, March 8, 2018",Offline,109,Not_Canceled
INN00517,2,0,2,4,Meal Plan 1,Room_Type 4,99,"Thursday, October 4, 2018",Online,93.78,Canceled
INN00518,1,0,0,2,Meal Plan 1,Room_Type 1,14,"Saturday, October 14, 2017",Corporate,95,Not_Canceled
INN00519,1,0,0,1,Not Selected,Room_Type 1,0,"Monday, October 15, 2018",Online,140,Not_Canceled
INN00520,2,0,1,3,Meal Plan 1,Room_Type 1,22,"Sunday, December 24, 2017",Online,87,Not_Canceled
INN00521,1,0,2,1,Meal Plan 1,Room_Type 4,7,"Thursday, May 3, 2018",Online,85.85,Not_Canceled
INN00522,2,0,1,3,Meal Plan 1,Room_Type 4,84,"Saturday, March 24, 2018",Online,99.45,Not_Canceled
INN00523,2,0,0,4,Meal Plan 1,Room_Type 4,109,"Thursday, April 5, 2018",Online,120.28,Not_Canceled
